,area_type,availability,location,total_sqft,bath,balcony,price,Number_of_Bedrooms,total_sqm,Dollar_Price,price_per_sqm,neighborhood
6117,Super built-up  Area,Ready To Move,Abbigere,985,2.0,1.0,40.39,2,91.509455,49429.282,540.1549162324264,Tier 4
6118,Super built-up  Area,Ready To Move,Abbigere,795,2.0,1.0,32.54,2,73.857885,39822.452,539.1767175569677,Tier 4
6119,Super built-up  Area,Ready To Move,Abbigere,1005,2.0,1.0,39.59,2,93.367515,48450.242000000006,518.9196906440104,Tier 4
6120,Super built-up  Area,Ready To Move,Abbigere,1020,2.0,1.0,41.82,2,94.76106,51179.316,540.0880488251187,Tier 4
6121,Super built-up  Area,Ready To Move,Abbigere,985,2.0,1.0,40.39,2,91.509455,49429.282,540.1549162324264,Tier 4
6122,Super built-up  Area,Ready To Move,Abbigere,795,2.0,1.0,32.54,2,73.857885,39822.452,539.1767175569677,Tier 4
6123,Super built-up  Area,Ready To Move,Abbigere,1130,2.0,1.0,46.33,2,104.98039,56698.653999999995,540.0880488251187,Tier 4
6124,Super built-up  Area,Ready To Move,Abbigere,795,1.0,1.0,32.6,2,73.857885,39895.88,540.1708971222233,Tier 4
6125,Super built-up  Area,Ready To Move,Abbigere,985,2.0,1.0,38.92,2,91.509455,47630.296,520.4958984839326,Tier 4
6126,Super built-up  Area,Ready To Move,Abbigere,1000,2.0,1.0,41.0,2,92.903,50175.799999999996,540.0880488251186,Tier 4
6127,Super built-up  Area,Ready To Move,Abbigere,995,2.0,1.0,40.8,2,92.438485,49931.03999999999,540.1542441981821,Tier 4
6128,Super built-up  Area,Ready To Move,Abbigere,1020,2.0,1.0,40.8,2,94.76106,49931.03999999999,526.9151695854815,Tier 4
6129,Super built-up  Area,Ready To Move,Hormavu,1143,2.0,1.0,53.0,2,106.188129,64861.399999999994,610.8159227478242,Tier 3
6130,Super built-up  Area,Ready To Move,Hennur,1075,2.0,1.0,52.0,2,99.870725,63637.6,637.1997399638383,Tier 3
6131,Super built-up  Area,Ready To Move,Hennur,1020,2.0,1.0,48.0,2,94.76106,58742.399999999994,619.9001995123313,Tier 3
6132,Super built-up  Area,Ready To Move,Hennur,1345,2.0,1.0,69.0,3,124.95453499999999,84442.2,675.7833959367701,Tier 3
6133,Super built-up  Area,Ready To Move,Belathur,1254,2.0,1.0,53.0,2,116.500362,64861.399999999994,556.7484846098589,Tier 3
6134,Built-up  Area,Ready To Move,Hoodi,1500,2.0,1.0,84.0,2,139.3545,102799.2,737.6812374196743,Tier 2
6135,Super built-up  Area,Ready To Move,Hoodi,1715,2.0,2.0,95.0,3,159.328645,116261.0,729.6930191052588,Tier 2
6136,Super built-up  Area,Ready To Move,Hoodi,1400,2.0,1.0,78.0,2,130.0642,95456.4,733.9175576369208,Tier 2
6137,Super built-up  Area,Ready To Move,Hoodi,1925,2.0,3.0,114.0,3,178.838275,139513.19999999998,780.1081731525311,Tier 2
6138,Super built-up  Area,Ready To Move,Hoodi,1400,2.0,1.0,82.0,2,130.0642,100351.59999999999,771.5543554644552,Tier 2
6139,Super built-up  Area,Ready To Move,Hoodi,1715,2.0,2.0,100.0,3,159.328645,122380.0,768.0979148476409,Tier 2
6140,Super built-up  Area,Ready To Move,Jagadish Nagar,1465,2.0,2.0,88.0,3,136.102895,107694.4,791.2719270225663,Tier 2
6141,Super built-up  Area,Ready To Move,Vijayanagar,1019,2.0,1.0,58.0,2,94.668157,70980.4,749.7811539734528,Tier 2
6142,Built-up  Area,Ready To Move,Maruthi Sevanagar,950,2.0,1.0,44.0,2,88.25785,53847.2,610.1123016252944,Tier 3
6143,Carpet  Area,Ready To Move,Maruthi Sevanagar,950,2.0,2.0,47.0,2,88.25785,57518.6,651.7108676452009,Tier 3
6144,Super built-up  Area,Not Ready,Yelahanka,1180 - 1630,2.0,0.0,50.58,2,130.528715,61899.804,474.2236526269334,Tier 4
6145,Built-up  Area,Ready To Move,Kallumantapa,1050,2.0,1.0,55.0,2,97.54814999999999,67309.0,690.0079601714641,Tier 2
6146,Super built-up  Area,Ready To Move,Kallumantapa,1050,2.0,2.0,50.0,2,97.54814999999999,61190.0,627.2799637922401,Tier 3
6147,Super built-up  Area,Ready To Move,Janatha Colony,1100,2.0,2.0,57.6,2,102.1933,70490.88,689.7798583664488,Tier 2
6148,Super built-up  Area,Ready To Move,Gottigere,1380,2.0,2.0,95.0,3,128.20614,116261.0,906.828643308347,Tier 1
6149,Super built-up  Area,Ready To Move,Gottigere,1245,2.0,2.0,59.0,2,115.664235,72204.2,624.2569278221569,Tier 3
6150,Super built-up  Area,Not Ready,Whitefield,1130,2.0,1.0,42.16,2,104.98039,51595.407999999996,491.4766272062811,Tier 4
6151,Super built-up  Area,Ready To Move,Whitefield,1130,2.0,1.0,36.0,2,104.98039,44056.799999999996,419.6669492273747,Tier 4
6152,Super built-up  Area,Ready To Move,Whitefield,1105,2.0,1.0,41.36,2,102.657815,50616.367999999995,493.05908176596193,Tier 4
6153,Super built-up  Area,Not Ready,Whitefield,1109,2.0,1.0,41.49,2,103.029427,50775.462,492.82485090400434,Tier 4
6154,Super built-up  Area,Not Ready,Whitefield,1451,2.0,2.0,52.43,3,134.802253,64163.833999999995,475.9848783833011,Tier 4
6155,Super built-up  Area,Ready To Move,Whitefield,1187,2.0,1.0,37.85,2,110.275861,46320.83,420.04505410300084,Tier 4
6156,Super built-up  Area,Ready To Move,Whitefield,1109,2.0,1.0,35.22,2,103.029427,43102.236,418.34878883680483,Tier 4
6157,Super built-up  Area,Ready To Move,Whitefield,1109,2.0,1.0,35.47,2,103.029427,43408.185999999994,421.3183287916373,Tier 4
6158,Super built-up  Area,Ready To Move,Whitefield,1105,2.0,1.0,35.36,2,102.657815,43273.568,421.5321356683853,Tier 4
6159,Super built-up  Area,Ready To Move,Whitefield,1187,2.0,1.0,38.0,2,110.275861,46504.4,421.7096976463416,Tier 4
6160,Super built-up  Area,Ready To Move,Whitefield,1130,2.0,1.0,36.0,2,104.98039,44056.799999999996,419.6669492273747,Tier 4
6161,Super built-up  Area,Ready To Move,Whitefield,1105,2.0,1.0,35.4,2,102.657815,43322.52,422.00898197570245,Tier 4
6162,Super built-up  Area,Ready To Move,Whitefield,1452,2.0,2.0,46.29,3,134.895156,56649.702,419.9535674950404,Tier 4
6163,Super built-up  Area,Ready To Move,Whitefield,1451,2.0,2.0,46.4,3,134.802253,56784.32,421.2416242034174,Tier 4
6164,Built-up  Area,Ready To Move,Whitefield,1150,2.0,0.0,55.0,2,106.83845,67309.0,630.0072679826411,Tier 3
6165,Built-up  Area,Ready To Move,Electronics City Phase 1,920,2.0,2.0,33.0,2,85.47076,40385.4,472.50545098698086,Tier 4
6166,Built-up  Area,Ready To Move,Electronics City Phase 1,919,2.0,0.0,28.0,2,85.377857,34266.4,401.3499659519446,Tier 4
6167,Built-up  Area,Ready To Move,Electronic City Phase II,1790,3.0,3.0,100.0,3,166.29637,122380.0,735.9150413205051,Tier 2
6168,Built-up  Area,Not Ready,Electronic City Phase II,1940,4.0,3.0,116.0,3,180.23182,141960.8,787.6566968030395,Tier 2
6169,Super built-up  Area,Not Ready,Electronic City Phase II,630,1.0,1.0,28.35,1,58.52889,34694.73,592.779565783667,Tier 3
6170,Super built-up  Area,Not Ready,Electronic City Phase II,2225,4.0,0.0,98.88,4,206.709175,121009.34399999998,585.408673804634,Tier 3
6171,Super built-up  Area,Not Ready,Electronic City Phase II,630,1.0,1.0,40.0,1,58.52889,48952.0,836.3732850563201,Tier 2
6172,Super built-up  Area,Not Ready,Electronic City Phase II,1205,2.0,1.0,75.0,2,111.948115,91785.0,819.8887493550026,Tier 2
6173,Super built-up  Area,Not Ready,Electronic City Phase II,1395,2.0,1.0,62.78,3,129.599685,76830.164,592.8267804045975,Tier 3
6174,Super built-up  Area,Not Ready,Electronic City Phase II,1160,2.0,1.0,52.2,2,107.76748,63882.36,592.7795657836668,Tier 3
6175,Super built-up  Area,Not Ready,Electronic City Phase II,2150 - 2225,4.0,0.0,105.0,4,203.2253125,128499.0,632.298203502578,Tier 3
6176,Super built-up  Area,Ready To Move,Electronics City Phase 1,1475,3.0,2.0,78.29,3,137.031925,95811.30200000001,699.1896377431756,Tier 2
6177,Super built-up  Area,Ready To Move,Electronics City Phase 1,1515,2.0,1.0,80.91,3,140.748045,99017.658,703.5100061247742,Tier 2
6178,Super built-up  Area,Ready To Move,Electronics City Phase 1,1555,2.0,1.0,82.0,3,144.464165,100351.59999999999,694.6470081352007,Tier 2
6179,Super built-up  Area,Ready To Move,Electronics City Phase 1,1245,2.0,1.0,75.0,2,115.664235,91785.0,793.5469421468097,Tier 2
6181,Built-up  Area,Ready To Move,BTM 2nd Stage,1750,3.0,3.0,172.0,3,162.58025,210493.6,1294.7058452671833,Tier 1
6182,Super built-up  Area,Ready To Move,BTM 2nd Stage,2200,3.0,3.0,220.0,3,204.3866,269236.0,1317.287923963704,Tier 1
6183,Super built-up  Area,Ready To Move,BTM 2nd Stage,2780,4.0,1.0,325.0,3,258.27034,397735.0,1539.994875137424,Tier 1
6184,Super built-up  Area,Ready To Move,Bommanahalli,1730,3.0,1.0,96.0,3,160.72219,117484.79999999999,730.980582083905,Tier 2
6186,Super built-up  Area,Ready To Move,Bommanahalli,1215 - 1495,2.0,0.0,73.17,2,125.883565,89545.446,711.3354789404001,Tier 2
6187,Built-up  Area,Ready To Move,Whitefield,1740,3.0,3.0,85.0,3,161.65122,104023.0,643.5027214765221,Tier 3
6188,Built-up  Area,Ready To Move,Munivenkatppa Layout,1475,2.0,2.0,171.0,2,137.031925,209269.8,1527.160915239277,Tier 1
6189,Super built-up  Area,Ready To Move,Munivenkatppa Layout,1550,2.0,3.0,160.0,2,143.99965,195808.0,1359.781082801243,Tier 1
6191,Super built-up  Area,Ready To Move,Munivenkatppa Layout,3700,4.0,2.0,314.0,4,343.7411,384273.2,1117.9146165529812,Tier 1
6192,Super built-up  Area,Not Ready,Bannerghatta Road,1450,3.0,1.0,44.0,3,134.70935,53847.2,399.7287493407102,Tier 4
6193,Built-up  Area,Ready To Move,Bannerghatta Road,1600,3.0,2.0,95.0,3,148.6448,116261.0,782.1397048534493,Tier 2
6194,Built-up  Area,Not Ready,Bannerghatta Road,1655,3.0,3.0,90.0,3,153.754465,110142.0,716.3499284394765,Tier 2
6195,Built-up  Area,Ready To Move,Bannerghatta Road,1270,2.0,1.0,73.0,3,117.98681,89337.4,757.1812476326802,Tier 2
6196,Super built-up  Area,Ready To Move,Bannerghatta Road,1170,2.0,1.0,66.0,3,108.69651,80770.8,743.0854955692689,Tier 2
6197,Super built-up  Area,Ready To Move,Bannerghatta Road,1460,2.0,1.0,90.0,3,135.63838,110142.0,812.0268024433791,Tier 2
6198,Super built-up  Area,Ready To Move,Bannerghatta Road,1400,2.0,2.0,78.0,2,130.0642,95456.4,733.9175576369208,Tier 2
6199,Super built-up  Area,Ready To Move,Bannerghatta Road,1460,2.0,2.0,72.0,3,135.63838,88113.59999999999,649.6214419547033,Tier 3
6200,Super built-up  Area,Ready To Move,Bannerghatta Road,1255,2.0,2.0,65.26,2,116.593265,79865.18800000001,684.9897204611262,Tier 3
6201,Super built-up  Area,Ready To Move,Bannerghatta Road,1550,3.0,2.0,78.0,3,143.99965,95456.4,662.8932778656059,Tier 3
6202,Super built-up  Area,Ready To Move,Bannerghatta Road,1550,3.0,2.0,82.0,3,143.99965,100351.59999999999,696.887804935637,Tier 2
6203,Super built-up  Area,Ready To Move,Bannerghatta Road,1275,2.0,2.0,65.0,2,118.451325,79547.0,671.5585494716923,Tier 3
6204,Super built-up  Area,Ready To Move,Bannerghatta Road,1880,3.0,2.0,95.0,3,174.65764,116261.0,665.6508126412335,Tier 3
6205,Super built-up  Area,Ready To Move,Bannerghatta Road,1260,2.0,2.0,70.0,2,117.05778,85666.0,731.8266244242801,Tier 2
6206,Super built-up  Area,Ready To Move,Bannerghatta Road,1460,2.0,2.0,75.0,3,135.63838,91785.0,676.6890020361493,Tier 3
6207,Super built-up  Area,Ready To Move,Bannerghatta Road,1200,2.0,2.0,69.0,3,111.4836,84442.2,757.4405562791299,Tier 2
6208,Super built-up  Area,Ready To Move,Bannerghatta Road,1465,2.0,1.0,76.0,3,136.102895,93008.8,683.3712097013073,Tier 3
6209,Super built-up  Area,Ready To Move,Bannerghatta Road,1255 - 1350,2.0,0.0,67.73,2,121.0061575,82887.974,684.9897204611261,Tier 3
6210,Super built-up  Area,Ready To Move,Bannerghatta Road,1450,2.0,2.0,87.0,3,134.70935,106470.59999999999,790.3727543782223,Tier 2
6211,Super built-up  Area,Ready To Move,Bannerghatta Road,960,2.0,3.0,58.0,2,89.18688,70980.4,795.8614540614045,Tier 2
6212,Super built-up  Area,Ready To Move,Bannerghatta Road,1275,2.0,1.0,73.0,2,118.451325,89337.4,754.2119094066697,Tier 2
6213,Super built-up  Area,Ready To Move,Bannerghatta Road,1215,2.0,1.0,68.0,2,112.877145,83218.4,737.2475623829783,Tier 2
6214,Super built-up  Area,Ready To Move,Bannerghatta Road,1215,2.0,1.0,68.0,2,112.877145,83218.4,737.2475623829783,Tier 2
6215,Super built-up  Area,Ready To Move,Bannerghatta Road,1215,2.0,1.0,68.0,2,112.877145,83218.4,737.2475623829783,Tier 2
6216,Super built-up  Area,Ready To Move,Bannerghatta Road,905,2.0,1.0,65.0,2,84.077215,79547.0,946.1183984269699,Tier 1
6217,Super built-up  Area,Ready To Move,Bannerghatta Road,2185,3.0,3.0,120.0,4,202.993055,146856.0,723.4533220853294,Tier 2
6218,Super built-up  Area,Ready To Move,Bannerghatta Road,1460,2.0,2.0,80.0,3,135.63838,97904.0,721.8016021718926,Tier 2
6219,Super built-up  Area,Ready To Move,Bannerghatta Road,1520,2.0,3.0,81.0,3,141.21256,99127.8,701.9758015859213,Tier 2
6220,Super built-up  Area,Ready To Move,Bannerghatta Road,1660,3.0,2.0,85.0,3,154.21898,104023.0,674.5149008247882,Tier 3
6221,Super built-up  Area,Ready To Move,Bannerghatta Road,1880,3.0,2.0,96.5,3,174.65764,118096.7,676.1610886303056,Tier 3
6222,Super built-up  Area,Ready To Move,Bannerghatta Road,1550,3.0,2.0,96.0,3,143.99965,117484.79999999999,815.8686496807456,Tier 2
6223,Super built-up  Area,Ready To Move,Bannerghatta Road,1450,2.0,2.0,78.0,3,134.70935,95456.4,708.6100556494408,Tier 2
6224,Super built-up  Area,Ready To Move,Bannerghatta Road,1400,3.0,2.0,69.0,3,130.0642,84442.2,649.2347625249685,Tier 3
6225,Super built-up  Area,Ready To Move,Bannerghatta Road,905,2.0,1.0,58.0,2,84.077215,70980.4,844.2287247502192,Tier 2
6226,Super built-up  Area,Ready To Move,Bannerghatta Road,1465,2.0,1.0,75.0,3,136.102895,91785.0,674.3794832578691,Tier 3
6227,Super built-up  Area,Ready To Move,Bannerghatta Road,1920,3.0,3.0,122.0,3,178.37376,149303.6,837.0267016852703,Tier 2
6228,Super built-up  Area,Ready To Move,Bannerghatta Road,1520,2.0,3.0,80.0,3,141.21256,97904.0,693.3094336651075,Tier 2
6229,Super built-up  Area,Ready To Move,Bannerghatta Road,1655,3.0,3.0,95.0,3,153.754465,116261.0,756.1471466861141,Tier 2
6230,Super built-up  Area,Ready To Move,Bannerghatta Road,1215,2.0,1.0,65.0,2,112.877145,79547.0,704.7219346307882,Tier 2
6231,Super built-up  Area,Ready To Move,Bannerghatta Road,1510,2.0,3.0,110.0,3,140.28353,134618.0,959.6137194437579,Tier 1
6232,Super built-up  Area,Ready To Move,Bannerghatta Road,970,2.0,1.0,57.0,2,90.11591,69756.59999999999,774.0764089271249,Tier 2
6233,Super built-up  Area,Not Ready,Sarjapur,625,1.0,1.0,19.0,1,58.064375,23252.2,400.45552888496604,Tier 4
6234,Super built-up  Area,Ready To Move,Sarjapur,650,1.0,2.0,19.87,1,60.38695,24316.906,402.68478537167385,Tier 4
6235,Super built-up  Area,Not Ready,Sarjapur,1170,2.0,2.0,35.41,3,108.69651,43334.757999999994,398.6766272440577,Tier 4
6236,Super built-up  Area,Not Ready,Sarjapur,900,2.0,2.0,27.98,2,83.6127,34241.924,409.5301790278271,Tier 4
6237,Super built-up  Area,Ready To Move,Electronic City,975,2.0,2.0,37.5,2,90.580425,45892.5,506.64920152450156,Tier 4
6239,Super built-up  Area,Not Ready,Haralur Road,1240,2.0,1.0,70.0,2,115.19972,85666.0,743.6302796569297,Tier 2
6240,Super built-up  Area,Not Ready,Haralur Road,2805,5.0,3.0,154.0,4,260.592915,188465.19999999998,723.2168994310531,Tier 2
6241,Super built-up  Area,Not Ready,Haralur Road,1810,3.0,2.0,100.0,3,168.15443,122380.0,727.7833834053614,Tier 2
6242,Super built-up  Area,Not Ready,Haralur Road,2805,4.0,3.0,154.0,4,260.592915,188465.19999999998,723.2168994310531,Tier 2
6243,Super built-up  Area,Not Ready,Haralur Road,1225,2.0,1.0,67.38,2,113.806175,82459.64399999999,724.5621250340765,Tier 2
6244,Super built-up  Area,Not Ready,Haralur Road,1875,3.0,2.0,110.0,3,174.193125,134618.0,772.8089153920397,Tier 2
6245,Super built-up  Area,Not Ready,Haralur Road,1875,3.0,3.0,110.0,3,174.193125,134618.0,772.8089153920397,Tier 2
6246,Super built-up  Area,Not Ready,Haralur Road,1225,2.0,1.0,67.38,2,113.806175,82459.64399999999,724.5621250340765,Tier 2
6247,Super built-up  Area,Not Ready,Haralur Road,1230,2.0,1.0,78.0,2,114.27069,95456.4,835.3533176355196,Tier 2
6249,Super built-up  Area,Not Ready,Haralur Road,1225,2.0,1.0,70.0,2,113.806175,85666.0,752.7359565506881,Tier 2
6250,Super built-up  Area,Not Ready,Haralur Road,1830,3.0,2.0,101.0,3,170.01248999999999,123603.79999999999,727.0277613133012,Tier 2
6251,Super built-up  Area,Not Ready,Haralur Road,575,1.0,1.0,88.0,1,53.419225,107694.4,2016.0232575444516,Tier 1
6252,Super built-up  Area,Ready To Move,Haralur Road,1810,3.0,2.0,126.0,3,168.15443,154198.8,917.0070630907553,Tier 1
6253,Super built-up  Area,Not Ready,Haralur Road,1520,2.0,2.0,96.0,3,141.21256,117484.79999999999,831.9713203981288,Tier 2
6254,Super built-up  Area,Not Ready,Haralur Road,1520,2.0,2.0,125.0,3,141.21256,152975.0,1083.2959901017305,Tier 1
6255,Super built-up  Area,Not Ready,Haralur Road,2805,5.0,3.0,160.0,4,260.592915,195808.0,751.3941812270683,Tier 2
6256,Super built-up  Area,Not Ready,Haralur Road,1520,2.0,2.0,90.0,3,141.21256,110142.0,779.9731128732459,Tier 2
6257,Super built-up  Area,Not Ready,Haralur Road,1520,2.0,2.0,85.0,3,141.21256,104023.0,736.6412732691766,Tier 2
6258,Super built-up  Area,Not Ready,Haralur Road,2805,4.0,3.0,154.0,4,260.592915,188465.19999999998,723.2168994310531,Tier 2
6259,Super built-up  Area,Not Ready,Haralur Road,1520,2.0,2.0,96.0,3,141.21256,117484.79999999999,831.9713203981288,Tier 2
6260,Super built-up  Area,Not Ready,Haralur Road,1510,3.0,2.0,83.05,3,140.28353,101636.59,724.5083581800371,Tier 2
6261,Super built-up  Area,Not Ready,Haralur Road,1810,3.0,2.0,100.0,3,168.15443,122380.0,727.7833834053614,Tier 2
6262,Super built-up  Area,Not Ready,Haralur Road,575,1.0,1.0,38.0,1,53.419225,46504.4,870.5554975760132,Tier 2
6263,Super built-up  Area,Not Ready,Haralur Road,1850,3.0,2.0,120.0,3,171.87055,146856.0,854.4570317602404,Tier 2
6264,Super built-up  Area,Not Ready,Haralur Road,560,1.0,1.0,45.0,1,52.02568,55071.0,1058.534938899405,Tier 1
6265,Super built-up  Area,Not Ready,Haralur Road,1225,2.0,1.0,77.0,2,113.806175,94232.59999999999,828.0095522057568,Tier 2
6266,Super built-up  Area,Not Ready,Haralur Road,1225,2.0,1.0,67.48,2,113.806175,82582.024,725.6374621148633,Tier 2
6267,Super built-up  Area,Not Ready,Haralur Road,1225,2.0,1.0,69.84,2,113.806175,85470.192,751.0154172214293,Tier 2
6268,Super built-up  Area,Not Ready,Haralur Road,1230,2.0,1.0,67.65,2,114.27069,82790.07,724.5083581800372,Tier 2
6269,Super built-up  Area,Not Ready,Haralur Road,1810,3.0,2.0,97.83,3,168.15443,119724.35399999999,711.9904839854651,Tier 2
6270,Super built-up  Area,Not Ready,Haralur Road,1810,3.0,2.0,112.0,3,168.15443,137065.6,815.1173894140048,Tier 2
6271,Super built-up  Area,Not Ready,Hebbal,3067 - 8156,4.0,0.0,477.0,4,521.3251845,583752.6,1119.747553649981,Tier 1
6272,Super built-up  Area,Not Ready,Hebbal,3067,4.0,2.0,230.0,4,284.933501,281474.0,987.858567041578,Tier 1
6273,Super built-up  Area,Not Ready,Hebbal,2526,2.0,2.0,250.0,3,234.672978,305950.0,1303.729140898361,Tier 1
6274,Super built-up  Area,Not Ready,Hebbal,3067,4.0,3.0,230.0,4,284.933501,281474.0,987.858567041578,Tier 1
6275,Super built-up  Area,Not Ready,Hebbal,3067,4.0,1.0,310.0,4,284.933501,379378.0,1331.4615468821269,Tier 1
6276,Super built-up  Area,Not Ready,Hebbal,2600,3.0,2.0,195.0,3,241.5478,238641.0,987.9659429727781,Tier 1
6278,Super built-up  Area,Ready To Move,Hebbal,2650,4.0,3.0,199.0,3,246.19295,243536.19999999998,989.2086674293475,Tier 1
6279,Super built-up  Area,Not Ready,Hebbal,2600,3.0,2.0,199.0,3,241.5478,243536.19999999998,1008.231911033758,Tier 1
6280,Super built-up  Area,Not Ready,Hebbal,2600,3.0,2.0,195.0,3,241.5478,238641.0,987.9659429727781,Tier 1
6281,Built-up  Area,Ready To Move,6th Phase JP Nagar,1140,2.0,2.0,65.0,2,105.90942,79547.0,751.0852198038664,Tier 2
6282,Super built-up  Area,Ready To Move,Omarbagh Layout,3300,5.0,3.0,318.0,4,306.5799,389168.39999999997,1269.3865449104783,Tier 1
6283,Super built-up  Area,Ready To Move,Omarbagh Layout,3300 - 3335,5.0,0.0,268.5,4,308.2057025,328590.3,1066.1395857852435,Tier 1
6284,Plot  Area,Ready To Move,Devanahalli,5000,4.0,3.0,465.0,4,464.515,569067.0,1225.0777692862448,Tier 1
6286,Super built-up  Area,Not Ready,Hosakerehalli,1304,2.0,3.0,100.0,2,121.145512,122380.0,1010.190125739037,Tier 1
6287,Super built-up  Area,Ready To Move,Varthur,1012,2.0,1.0,66.5,2,94.017836,81382.7,865.6091595216039,Tier 2
6288,Super built-up  Area,Not Ready,Varthur,1012,2.0,1.0,59.0,2,94.017836,72204.2,767.9840663424757,Tier 2
6289,Super built-up  Area,Not Ready,Varthur,1210,2.0,1.0,64.15,2,112.41263,78506.77,698.3803332419143,Tier 2
6290,Built-up  Area,Ready To Move,Kanakpura Road,1558.67,2.0,2.0,65.0,3,144.80511901,79547.0,549.3383144452691,Tier 4
6291,Super built-up  Area,Ready To Move,Kanakpura Road,1420,2.0,2.0,75.0,3,131.92226,91785.0,695.7506640653367,Tier 2
6292,Super built-up  Area,Ready To Move,Kanakpura Road,1419.59,2.0,1.0,59.0,3,131.88416977,72204.2,547.4819315003525,Tier 4
6293,Super built-up  Area,Ready To Move,Kanakpura Road,1419.59,2.0,1.0,65.0,3,131.88416977,79547.0,603.158060127507,Tier 3
6294,Built-up  Area,Ready To Move,ITI Layout,1450,2.0,2.0,90.0,2,134.70935,110142.0,817.6269872878163,Tier 2
6295,Super built-up  Area,Ready To Move,ITI Layout,1333,2.0,2.0,77.27,2,123.839699,94563.026,763.5921821806107,Tier 2
6296,Super built-up  Area,Ready To Move,Basavangudi,1800,3.0,2.0,195.0,3,167.2254,238641.0,1427.061917627346,Tier 1
6297,Super built-up  Area,Not Ready,Chikkadunnasandra,1138,2.0,1.0,32.0,2,105.723614,39161.6,370.4148819581593,Tier 4
6298,Super built-up  Area,Not Ready,Kanakpura Road,1330.74,2.0,2.0,91.79,2,123.62973822000001,112332.602,908.6212073029171,Tier 1
6299,Super built-up  Area,Not Ready,Kanakpura Road,1331,2.0,1.0,107.0,2,123.653893,130946.59999999999,1058.976768325442,Tier 1
6300,Super built-up  Area,Not Ready,Kanakpura Road,1296,2.0,1.0,89.0,2,120.402288,108918.2,904.6190218577906,Tier 1
6301,Super built-up  Area,Not Ready,Kanakpura Road,1297,2.0,1.0,105.0,2,120.495191,128499.0,1066.4243023607473,Tier 1
6303,Super built-up  Area,Not Ready,Kanakpura Road,1296,2.0,3.0,89.06,2,120.402288,108991.628,905.2288773781441,Tier 1
6304,Super built-up  Area,Not Ready,Kanakpura Road,1290,2.0,3.0,80.0,2,119.84487,97904.0,816.9227435433824,Tier 2
6305,Super built-up  Area,Not Ready,Kanakpura Road,1300,2.0,1.0,89.76,2,120.7739,109848.288,909.5366465767852,Tier 1
6306,Super built-up  Area,Not Ready,Kanakpura Road,1706,3.0,2.0,135.0,3,158.492518,165213.0,1042.4025189630718,Tier 1
6307,Super built-up  Area,Not Ready,Kanakpura Road,1330,2.0,1.0,107.0,2,123.56099,130946.59999999999,1059.7729914595213,Tier 1
6308,Super built-up  Area,Not Ready,Kanakpura Road,1593,3.0,1.0,118.0,3,147.994479,144408.4,975.7688325657066,Tier 1
6309,Super built-up  Area,Not Ready,Kanakpura Road,1703,3.0,2.0,130.0,3,158.213809,159094.0,1005.563300735652,Tier 1
6310,Super built-up  Area,Not Ready,Kanakpura Road,1328,2.0,3.0,91.06,2,123.375184,111439.228,903.2548068986061,Tier 1
6311,Super built-up  Area,Not Ready,Kanakpura Road,1703,3.0,2.0,130.0,3,158.213809,159094.0,1005.563300735652,Tier 1
6313,Super built-up  Area,Not Ready,Kanakpura Road,1703,3.0,2.0,126.0,3,158.213809,154198.8,974.6228914822473,Tier 1
6314,Super built-up  Area,Not Ready,Kanakpura Road,1328,2.0,2.0,107.0,2,123.375184,130946.59999999999,1061.369035121358,Tier 1
6315,Super built-up  Area,Not Ready,Kanakpura Road,1299,2.0,1.0,105.0,2,120.680997,128499.0,1064.7823865757423,Tier 1
6316,Super built-up  Area,Not Ready,Kanakpura Road,1698,2.0,1.0,105.0,2,157.749294,128499.0,814.5773381400998,Tier 2
6317,Super built-up  Area,Not Ready,Kanakpura Road,1296,2.0,2.0,105.0,2,120.402288,128499.0,1067.2471606187416,Tier 1
6318,Super built-up  Area,Not Ready,Kanakpura Road,1329,2.0,1.0,107.0,2,123.468087,130946.59999999999,1060.5704128225457,Tier 1
6319,Super built-up  Area,Not Ready,Kanakpura Road,1299,2.0,1.0,89.63,2,120.680997,109689.19399999999,908.9185267503216,Tier 1
6320,Super built-up  Area,Not Ready,Kanakpura Road,1332,2.0,1.0,108.0,2,123.746796,132170.4,1068.0712897003004,Tier 1
6321,Super built-up  Area,Not Ready,Kanakpura Road,1596,3.0,1.0,118.0,3,148.273188,144408.4,973.9346806247937,Tier 1
6322,Built-up  Area,Ready To Move,Jakkur,1590,2.0,2.0,125.0,3,147.71577,152975.0,1035.6037138079434,Tier 1
6323,Super built-up  Area,Ready To Move,Sarjapur  Road,1700,3.0,3.0,110.0,3,157.9351,134618.0,852.3627743294555,Tier 2
6324,Super built-up  Area,Ready To Move,Sarjapur  Road,1750,3.0,2.0,110.0,3,162.58025,134618.0,828.0095522057568,Tier 2
6325,Super built-up  Area,Ready To Move,Bellandur,2039,3.0,2.0,168.0,3,189.429217,205598.4,1085.3573870814237,Tier 1
6326,Built-up  Area,Not Ready,Talaghattapura,2254,3.0,2.0,170.0,3,209.403362,208046.0,993.5179550746659,Tier 1
6327,Super built-up  Area,Not Ready,Talaghattapura,1868,3.0,2.0,131.0,3,173.542804,160317.8,923.7939937861094,Tier 1
6328,Super built-up  Area,Not Ready,Talaghattapura,1804 - 2273,3.0,0.0,120.0,3,189.3827655,146856.0,775.4454298535418,Tier 2
