,area_type,availability,location,total_sqft,bath,balcony,price,Number_of_Bedrooms,total_sqm,Dollar_Price,price_per_sqm,neighborhood
3917,Plot  Area,Not Ready,Karuna Nagar,1300,3,1,170,3,120.7739,208046,1722.607285,Tier 1
7645,Super built-up  Area,Ready To Move,Kathriguppe,1300,3,2,77.99,3,120.7739,95444.162,790.2714245,Tier 2
9878,Super built-up  Area,Ready To Move,Kathriguppe,1300,3,2,77.99,3,120.7739,95444.162,790.2714245,Tier 2
11286,Super built-up  Area,Ready To Move,Kathriguppe,1300,3,2,77.99,3,120.7739,95444.162,790.2714245,Tier 2
11898,Super built-up  Area,Ready To Move,Kathriguppe,1300,3,3,77.99,3,120.7739,95444.162,790.2714245,Tier 2
7347,Super built-up  Area,Ready To Move,Kereguddadahalli,1300,2,2,39,3,120.7739,47728.2,395.1863772,Tier 4
5712,Super built-up  Area,Ready To Move,Koramangala,1300,2,3,110,2,120.7739,134618,1114.628243,Tier 1
8357,Super built-up  Area,Ready To Move,Koramangala,1300,2,2,82,2,120.7739,100351.6,830.9046905,Tier 2
303,Built-up  Area,Ready To Move,Kothannur,1300,2,0,60,3,120.7739,73428,607.9790418,Tier 3
1544,Built-up  Area,Ready To Move,KR Garden,1300,2,2,60,2,120.7739,73428,607.9790418,Tier 3
11707,Super built-up  Area,Ready To Move,KR Puram,1300,2,2,57,3,120.7739,69756.6,577.5800897,Tier 3
1822,Built-up  Area,Ready To Move,Kudlu,1300,2,2,56,2,120.7739,68532.8,567.4471057,Tier 3
8728,Super built-up  Area,Ready To Move,Lakshminarayana Pura,1300,2,1,70,2,120.7739,85666,709.3088821,Tier 2
294,Built-up  Area,Ready To Move,Manjunatha Layout,1300,2,1,60,2,120.7739,73428,607.9790418,Tier 3
7543,Super built-up  Area,Ready To Move,Nagavarapalya,1300,3,1,80,3,120.7739,97904,810.6387224,Tier 2
351,Built-up  Area,Ready To Move,NRI Layout,1300,2,0,120,2,120.7739,146856,1215.958084,Tier 1
1806,Built-up  Area,Ready To Move,Old Madras Road,1300,2,2,100,2,120.7739,122380,1013.298403,Tier 1
9652,Super built-up  Area,Ready To Move,Old Madras Road,1300,2,2,100,2,120.7739,122380,1013.298403,Tier 1
6399,Super built-up  Area,Ready To Move,OMBR Layout,1300,2,2,80,2,120.7739,97904,810.6387224,Tier 2
2947,Plot  Area,Not Ready,Popular Colony,1300,2,0,54,2,120.7739,66085.2,547.1811376,Tier 4
1086,Built-up  Area,Ready To Move,Ramamurthy Nagar,1300,2,2,52,3,120.7739,63637.6,526.9151696,Tier 4
749,Built-up  Area,Ready To Move,Ramanjaneyanagar,1300,2,2,70,3,120.7739,85666,709.3088821,Tier 2
7250,Super built-up  Area,Not Ready,Roopena Agrahara,1300,3,2,47,3,120.7739,57518.6,476.2502494,Tier 4
5616,Super built-up  Area,Ready To Move,Rustam Bagh Layout,1300,2,2,65,2,120.7739,79547,658.643962,Tier 3
5164,Super built-up  Area,Ready To Move,sapthagiri Layout,1300,1,1,115,2,120.7739,140737,1165.293164,Tier 1
522,Built-up  Area,Ready To Move,Sarjapur  Road,1300,2,2,70,3,120.7739,85666,709.3088821,Tier 2
590,Built-up  Area,Ready To Move,Sarjapur  Road,1300,3,2,60,3,120.7739,73428,607.9790418,Tier 3
5647,Super built-up  Area,Ready To Move,Sarjapur  Road,1300,2,2,60,2,120.7739,73428,607.9790418,Tier 3
11187,Super built-up  Area,Ready To Move,Shivaji Nagar,1300,3,2,170,3,120.7739,208046,1722.607285,Tier 1
90,Built-up  Area,Ready To Move,Silk Board,1300,3,1,58,3,120.7739,70980.4,587.7130738,Tier 3
6865,Super built-up  Area,Ready To Move,Singasandra,1300,2,2,65,2,120.7739,79547,658.643962,Tier 3
1367,Built-up  Area,Ready To Move,Upadhyaya Layout,1300,2,1,67,3,120.7739,81994.6,678.90993,Tier 3
6552,Super built-up  Area,Ready To Move,Uttarahalli,1300,2,1,55,3,120.7739,67309,557.3141217,Tier 3
7211,Super built-up  Area,Ready To Move,Uttarahalli,1300,2,2,60,3,120.7739,73428,607.9790418,Tier 3
8089,Super built-up  Area,Ready To Move,Uttarahalli,1300,2,1,47,3,120.7739,57518.6,476.2502494,Tier 4
10050,Super built-up  Area,Ready To Move,Uttarahalli,1300,2,2,55,2,120.7739,67309,557.3141217,Tier 3
3315,Plot  Area,Ready To Move,Varthur Road,1300,3,0,75,4,120.7739,91785,759.9738023,Tier 2
12363,Super built-up  Area,Not Ready,Venkatapura,1300,3,2,46,3,120.7739,56294.8,466.1172654,Tier 4
6901,Super built-up  Area,Not Ready,Victoria Layout,1300,2,1,129,2,120.7739,157870.2,1307.15494,Tier 1
7974,Super built-up  Area,Ready To Move,Vijayanagar,1300,2,2,75,3,120.7739,91785,759.9738023,Tier 2
12665,Super built-up  Area,Ready To Move,Vinayak Nagar,1300,2,1,33,2,120.7739,40385.4,334.388473,Tier 4
10326,Super built-up  Area,Ready To Move,Whitefield,1300,2,2,78,2,120.7739,95456.4,790.3727544,Tier 2
1996,Built-up  Area,Ready To Move,"Whitefield, ",1300,2,1,58,2,120.7739,70980.4,587.7130738,Tier 3
6133,Super built-up  Area,Ready To Move,Yelahanka,1300,2,3,65,2,120.7739,79547,658.643962,Tier 3
11086,Super built-up  Area,Ready To Move,Yelahanka,1300,2,2,69.23,2,120.7739,84723.674,701.5064844,Tier 2
6915,Super built-up  Area,Ready To Move,Basapura,1301,2,2,55,2,120.866803,67309,556.885748,Tier 3
11166,Super built-up  Area,Not Ready,HRBR Layout,1301,2,1,120,2,120.866803,146856,1215.02345,Tier 1
8444,Super built-up  Area,Ready To Move,Whitefield,1301,2,2,65,2,120.866803,79547,658.1377022,Tier 3
8375,Super built-up  Area,Ready To Move,Kothanur,1302,2,1,68.5,2,120.959706,83830.3,693.0431858,Tier 2
7035,Super built-up  Area,Ready To Move,Narayanapura,1302,2,1,69.1,2,120.959706,84564.58,699.1136371,Tier 2
7718,Super built-up  Area,Ready To Move,Pattandur Agrahara,1302,2,1,66,2,120.959706,80770.8,667.7496389,Tier 3
10743,Super built-up  Area,Ready To Move,Ambalipura,1303,2,2,80,2,121.052609,97904,808.7723248,Tier 2
9824,Super built-up  Area,Ready To Move,Harlur,1303,2,1,90,2,121.052609,110142,909.8688654,Tier 1
5160,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1303,2,2,55.79,2,121.052609,68275.802,564.0176,Tier 3
7949,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1303,2,2,44.17,2,121.052609,54055.246,446.5434198,Tier 4
8376,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1303,2,1,55.79,2,121.052609,68275.802,564.0176,Tier 3
11328,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1303,2,2,55.78,2,121.052609,68263.564,563.9165034,Tier 3
1380,Built-up  Area,Not Ready,Banashankari Stage III,1304,2,0,111,2,121.145512,135841.8,1121.31104,Tier 1
11156,Super built-up  Area,Ready To Move,Begur,1304,3,0,65,3,121.145512,79547,656.6235817,Tier 3
7170,Super built-up  Area,Ready To Move,Gottigere,1304,3,3,80,3,121.145512,97904,808.1521006,Tier 2
6926,Super built-up  Area,Not Ready,Hosakerehalli,1304,2,3,100,2,121.145512,122380,1010.190126,Tier 1
6219,Super built-up  Area,Not Ready,Yelahanka,1304,2,1,79,2,121.145512,96680.2,798.0501993,Tier 2
10900,Super built-up  Area,Ready To Move,Yelahanka,1304,2,1,69.97,2,121.145512,85629.286,706.830031,Tier 2
1429,Built-up  Area,Ready To Move,Babusapalaya,1305,2,1,70,2,121.238415,85666,706.5912236,Tier 2
4908,Super built-up  Area,Not Ready,Banashankari Stage III,1305,2,1,58.7,3,121.238415,71837.06,592.5272118,Tier 3
7252,Super built-up  Area,Ready To Move,Banashankari Stage III,1305,2,1,59,3,121.238415,72204.2,595.5554599,Tier 3
7484,Super built-up  Area,Ready To Move,Banashankari Stage III,1305,2,1,60,3,121.238415,73428,605.6496202,Tier 3
8206,Super built-up  Area,Ready To Move,Banashankari Stage III,1305,2,1,59,3,121.238415,72204.2,595.5554599,Tier 3
9463,Super built-up  Area,Ready To Move,Banashankari Stage III,1305,2,1,59,3,121.238415,72204.2,595.5554599,Tier 3
6175,Super built-up  Area,Ready To Move,Banashankari Stage V,1305,2,2,49,3,121.238415,59966.2,494.6138565,Tier 4
9271,Super built-up  Area,Ready To Move,Bannerghatta Road,1305,2,2,60,3,121.238415,73428,605.6496202,Tier 3
5163,Super built-up  Area,Not Ready,Chandapura,1305,3,1,33.28,3,121.238415,40728.064,335.933656,Tier 4
9547,Super built-up  Area,Not Ready,Chandapura,1305,3,1,33.28,3,121.238415,40728.064,335.933656,Tier 4
12732,Super built-up  Area,Not Ready,Chandapura,1305,3,1,33.28,3,121.238415,40728.064,335.933656,Tier 4
12461,Super built-up  Area,Ready To Move,Electronic City Phase II,1305,3,1,65,3,121.238415,79547,656.1204219,Tier 3
13022,Super built-up  Area,Not Ready,Electronics City Phase 1,1305,2,1,67,2,121.238415,81994.6,676.3087426,Tier 3
1974,Built-up  Area,Ready To Move,Harohalli,1305,2,2,52,2,121.238415,63637.6,524.8963375,Tier 4
11003,Super built-up  Area,Ready To Move,Hennur Road,1305,2,1,110,3,121.238415,134618,1110.357637,Tier 1
12325,Super built-up  Area,Ready To Move,Hennur Road,1305,2,1,77,3,121.238415,94232.6,777.2503459,Tier 2
8553,Super built-up  Area,Ready To Move,Hoodi,1305,2,1,75,2,121.238415,91785,757.0620253,Tier 2
11808,Super built-up  Area,Ready To Move,Kanakapura  Rod,1305,2,1,45.68,3,121.238415,55903.184,461.1012442,Tier 4
6658,Super built-up  Area,Not Ready,Marathahalli,1305,2,1,69,3,121.238415,84442.2,696.4970632,Tier 2
9570,Super built-up  Area,Ready To Move,Ramamurthy Nagar,1305,3,1,60,3,121.238415,73428,605.6496202,Tier 3
8294,Super built-up  Area,Ready To Move,Sarjapur  Road,1305,2,1,99,2,121.238415,121156.2,999.3218734,Tier 1
12671,Super built-up  Area,Ready To Move,Thanisandra,1305,2,2,90,2,121.238415,110142,908.4744303,Tier 1
9051,Super built-up  Area,Ready To Move,Yelahanka,1305,2,1,78,2,121.238415,95456.4,787.3445063,Tier 2
1686,Built-up  Area,Ready To Move,Begur,1306,2,3,65,2,121.331318,79547,655.6180326,Tier 3
6253,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1306,2,1,55.91,2,121.331318,68422.658,563.9323723,Tier 3
8696,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1306,2,2,44.17,2,121.331318,54055.246,445.5176692,Tier 4
6434,Super built-up  Area,Ready To Move,Reliable Woods Layout,1306,2,2,58,3,121.331318,70980.4,585.0130137,Tier 3
6263,Super built-up  Area,Ready To Move,Singasandra,1306,2,2,58,3,121.331318,70980.4,585.0130137,Tier 3
5633,Super built-up  Area,Not Ready,Whitefield,1306,3,2,54.65,3,121.331318,66880.67,551.2234689,Tier 4
7020,Super built-up  Area,Not Ready,Whitefield,1306,3,2,54.65,3,121.331318,66880.67,551.2234689,Tier 4
10551,Super built-up  Area,Ready To Move,Bommanahalli,1307,2,1,50,2,121.424221,61190,503.9357016,Tier 4
5863,Super built-up  Area,Ready To Move,Horamavu Banaswadi,1307,2,2,51.6,2,121.424221,63148.08,520.061644,Tier 4
13169,Super built-up  Area,Ready To Move,Maragondanahalli,1307,2,2,59,2,121.424221,72204.2,594.6441279,Tier 3
9785,Super built-up  Area,Ready To Move,AECS Layout,1308,2,1,60,2,121.517124,73428,604.2605156,Tier 3
4770,Super built-up  Area,Ready To Move,Narayanapura,1308,2,2,89.04,2,121.517124,108967.152,896.7226051,Tier 1
6613,Super built-up  Area,Ready To Move,Narayanapura,1308,2,2,92.66,2,121.517124,113397.308,933.1796562,Tier 1
9577,Super built-up  Area,Ready To Move,Narayanapura,1308,2,1,89.04,2,121.517124,108967.152,896.7226051,Tier 1
7349,Super built-up  Area,Ready To Move,Sarjapur  Road,1308,2,1,83,2,121.517124,101575.4,835.8937132,Tier 2
8960,Super built-up  Area,Ready To Move,Sarjapur  Road,1308,2,1,58.86,2,121.517124,72032.868,592.7795658,Tier 3
10512,Super built-up  Area,Not Ready,Sarjapur  Road,1308,2,1,75,2,121.517124,91785,755.3256445,Tier 2
1306,Built-up  Area,Ready To Move,Sarjapura - Attibele Road,1308,2,2,37,2,121.517124,45280.6,372.6273179,Tier 4
2055,Built-up  Area,Ready To Move,"Thanisandra Main Road, ",1308,2,1,86,2,121.517124,105246.8,866.106739,Tier 2
12484,Super built-up  Area,Not Ready,Uttarahalli,1308,2,3,53,3,121.517124,64861.4,533.7634554,Tier 4
12101,Super built-up  Area,Ready To Move,Haralur Road,1309,2,1,82,2,121.610027,100351.6,825.191824,Tier 2
8151,Super built-up  Area,Not Ready,Kanakpura Road,1309,2,3,64.39,2,121.610027,78800.482,647.9768482,Tier 3
9922,Super built-up  Area,Ready To Move,Kasavanhalli,1309,2,2,95,2,121.610027,116261,956.0149181,Tier 1
9999,Super built-up  Area,Ready To Move,Rajiv Nagar,1309,2,1,80,2,121.610027,97904,805.0651942,Tier 2
13045,Super built-up  Area,Ready To Move,Sarjapur  Road,1309,2,3,69.5,2,121.610027,85054.1,699.4003874,Tier 2
5567,Super built-up  Area,Ready To Move,Abbaiah Reddy Layout,1310,2,3,50,3,121.70293,61190,502.7816504,Tier 4
6055,Super built-up  Area,Not Ready,Banashankari,1310,2,2,80,2,121.70293,97904,804.4506406,Tier 2
10311,Super built-up  Area,Ready To Move,Banashankari,1310,2,2,80.43,2,121.70293,98430.234,808.7745628,Tier 2
7440,Super built-up  Area,Ready To Move,Bellandur,1310,2,2,72,2,121.70293,88113.6,724.0055765,Tier 2
9606,Super built-up  Area,Ready To Move,Bellandur,1310,2,2,85,2,121.70293,104023,854.7288056,Tier 2
1308,Built-up  Area,Not Ready,Bommasandra Industrial Area,1310,2,1,37.83,3,121.70293,46296.354,380.4045967,Tier 4
9279,Super built-up  Area,Ready To Move,Channasandra,1310,2,2,45,3,121.70293,55071,452.5034853,Tier 4
7598,Super built-up  Area,Ready To Move,Chikkalasandra,1310,2,1,52.4,3,121.70293,64127.12,526.9151696,Tier 4
10549,Super built-up  Area,Ready To Move,Cooke Town,1310,2,2,111,2,121.70293,135841.8,1116.175264,Tier 1
2397,Built-up  Area,Ready To Move,CV Raman Nagar,1310,2,1,62,2,121.70293,75875.6,623.4492465,Tier 3
7736,Super built-up  Area,Not Ready,Electronic City,1310,2,1,37.83,3,121.70293,46296.354,380.4045967,Tier 4
875,Built-up  Area,Not Ready,Electronic City Phase II,1310,2,1,37.83,3,121.70293,46296.354,380.4045967,Tier 4
1674,Built-up  Area,Not Ready,Electronic City Phase II,1310,2,1,37.84,3,121.70293,46308.592,380.505153,Tier 4
7651,Super built-up  Area,Not Ready,Electronic City Phase II,1310,2,1,32.75,3,121.70293,40079.45,329.321981,Tier 4
9426,Super built-up  Area,Not Ready,Electronic City Phase II,1310,2,2,37.83,3,121.70293,46296.354,380.4045967,Tier 4
12364,Super built-up  Area,Not Ready,Electronic City Phase II,1310,2,1,37.84,3,121.70293,46308.592,380.505153,Tier 4
13138,Super built-up  Area,Not Ready,Electronic City Phase II,1310,2,1,37.83,3,121.70293,46296.354,380.4045967,Tier 4
11861,Super built-up  Area,Ready To Move,Govindapura,1310,2,1,88,2,121.70293,107694.4,884.8957046,Tier 2
309,Built-up  Area,Ready To Move,Harlur,1310,2,1,50,2,121.70293,61190,502.7816504,Tier 4
9239,Super built-up  Area,Ready To Move,Hennur Road,1310,2,1,66,2,121.70293,80770.8,663.6717785,Tier 3
12309,Super built-up  Area,Ready To Move,Hormavu,1310,2,2,67,2,121.70293,81994.6,673.7274115,Tier 3
12421,Super built-up  Area,Ready To Move,Hormavu,1310,2,3,60,2,121.70293,73428,603.3379804,Tier 3
709,Built-up  Area,Not Ready,Huskur,1310,2,1,37.83,3,121.70293,46296.354,380.4045967,Tier 4
8175,Super built-up  Area,Ready To Move,ISRO Layout,1310,2,3,68,3,121.70293,83218.4,683.7830445,Tier 3
9736,Super built-up  Area,Ready To Move,Jalahalli,1310,2,2,60,3,121.70293,73428,603.3379804,Tier 3
11290,Super built-up  Area,Ready To Move,Kodichikkanahalli,1310,2,2,53,3,121.70293,64861.4,532.9485494,Tier 4
2406,Built-up  Area,Ready To Move,Kudlu Gate,1310,2,2,53,2,121.70293,64861.4,532.9485494,Tier 4
1865,Built-up  Area,Ready To Move,Kumaraswami Layout,1310,2,1,70,3,121.70293,85666,703.8943105,Tier 2
2192,Built-up  Area,Ready To Move,Kumaraswami Layout,1310,2,1,85,3,121.70293,104023,854.7288056,Tier 2
4534,Super built-up  Area,Ready To Move,Marathahalli,1310,3,1,63.25,3,121.70293,77405.35,636.0187877,Tier 3
10520,Super built-up  Area,Not Ready,Marathahalli,1310,3,1,63.22,3,121.70293,77368.636,635.7171187,Tier 3
12997,Super built-up  Area,Ready To Move,Marathahalli,1310,3,1,63.25,3,121.70293,77405.35,636.0187877,Tier 3
3580,Plot  Area,Ready To Move,Nagasandra,1310,3,3,95,4,121.70293,116261,955.2851357,Tier 1
9654,Super built-up  Area,Ready To Move,Punappa Layout,1310,2,1,55,3,121.70293,67309,553.0598154,Tier 3
1720,Built-up  Area,Ready To Move,Rajasree Layout,1310,3,3,90,3,121.70293,110142,905.0069707,Tier 1
1261,Built-up  Area,Ready To Move,Sonnenahalli,1310,2,0,46,3,121.70293,56294.8,462.5591183,Tier 4
6881,Super built-up  Area,Ready To Move,Uttarahalli,1310,2,1,85,3,121.70293,104023,854.7288056,Tier 2
6080,Super built-up  Area,Ready To Move,Harappanahalli,1311,2,2,48,2,121.795833,58742.4,482.3022147,Tier 4
9717,Super built-up  Area,Not Ready,Hosa Road,1311,2,1,84.86,3,121.795833,103851.668,852.6701238,Tier 2
6301,Super built-up  Area,Ready To Move,Sarjapur  Road,1311,2,1,78,2,121.795833,95456.4,783.7410989,Tier 2
8304,Super built-up  Area,Ready To Move,5th Block Hbr Layout,1312,2,3,69,2,121.888736,84442.2,692.7809966,Tier 2
11651,Super built-up  Area,Ready To Move,Motappa Layout,1312,2,1,56.5,3,121.888736,69144.7,567.2771929,Tier 3
8067,Super built-up  Area,Ready To Move,Whitefield,1312,2,2,55,2,121.888736,67309,552.2167364,Tier 3
5992,Super built-up  Area,Not Ready,B Narayanapura,1313,2,1,58.27,2,121.981639,71310.826,584.60295,Tier 3
13063,Super built-up  Area,Not Ready,Jalahalli,1313,2,2,68,2,121.981639,83218.4,682.220707,Tier 3
6193,Super built-up  Area,Ready To Move,Subramanyapura,1313,2,2,73,2,121.981639,89337.4,732.3839943,Tier 2
6661,Super built-up  Area,Ready To Move,Subramanyapura,1313,2,2,66.5,2,121.981639,81382.7,667.1717208,Tier 3
6406,Super built-up  Area,Not Ready,Yeshwanthpur,1313,3,1,96,3,121.981639,117484.8,963.1351158,Tier 1
8140,Super built-up  Area,Ready To Move,Akshaya Nagar,1314,2,2,68.8,2,122.074542,84197.44,689.721531,Tier 2
10650,Super built-up  Area,Not Ready,Electronics City Phase 1,1314,2,2,60,2,122.074542,73428,601.5013351,Tier 3
6645,Super built-up  Area,Not Ready,Kadugodi,1314,2,3,68.2,2,122.074542,83463.16,683.7065176,Tier 3
7810,Super built-up  Area,Not Ready,Kadugodi,1314,2,2,78,2,122.074542,95456.4,781.9517357,Tier 2
8635,Super built-up  Area,Not Ready,Kadugodi,1314,2,3,83,2,122.074542,101575.4,832.0768469,Tier 2
12865,Super built-up  Area,Not Ready,Kadugodi,1314,2,3,80,2,122.074542,97904,802.0017802,Tier 2
1391,Built-up  Area,Ready To Move,Marathahalli,1314,2,3,55,2,122.074542,67309,551.3762239,Tier 4
4457,Plot  Area,Ready To Move,Rajaji Nagar,1314,2,0,225,2,122.074542,275355,2255.630007,Tier 1
5340,Super built-up  Area,Ready To Move,Rayasandra,1314,2,2,63,3,122.074542,77099.4,631.5764019,Tier 3
2120,Built-up  Area,Ready To Move,Sarjapur  Road,1314,2,2,70.44,3,122.074542,86204.472,706.1625675,Tier 2
11104,Super built-up  Area,Ready To Move,Sarjapur  Road,1314,2,2,110,2,122.074542,134618,1102.752448,Tier 1
11203,Super built-up  Area,Not Ready,Whitefield,1314,2,1,84,2,122.074542,102799.2,842.1018692,Tier 2
10066,Super built-up  Area,Ready To Move,Banashankari Stage V,1315,2,2,49,3,122.167445,59966.2,490.8525344,Tier 4
10977,Super built-up  Area,Ready To Move,Dodda Nekkundi,1315,2,2,50,2,122.167445,61190,500.8699331,Tier 4
1224,Built-up  Area,Ready To Move,Frazer Town,1315,2,2,140,2,122.167445,171332,1402.435813,Tier 1
1229,Built-up  Area,Ready To Move,GM Palaya,1315,2,2,65,3,122.167445,79547,651.130913,Tier 3
9658,Super built-up  Area,Ready To Move,GM Palaya,1315,3,1,65,3,122.167445,79547,651.130913,Tier 3
10499,Super built-up  Area,Ready To Move,GM Palaya,1315,3,0,64,3,122.167445,78323.2,641.1135143,Tier 3
11647,Super built-up  Area,Ready To Move,Haralur Road,1315,2,1,85,2,122.167445,104023,851.4788862,Tier 2
10490,Super built-up  Area,Ready To Move,Hebbal,1315,3,3,65,3,122.167445,79547,651.130913,Tier 3
656,Built-up  Area,Ready To Move,JP Nagar,1315,2,1,85.4,3,122.167445,104512.52,855.4858457,Tier 2
12862,Super built-up  Area,Ready To Move,Kundalahalli,1315,2,3,74,2,122.167445,90561.2,741.2875009,Tier 2
10935,Super built-up  Area,Ready To Move,Marathahalli,1315,2,2,60,3,122.167445,73428,601.0439197,Tier 3
1447,Built-up  Area,Ready To Move,Nagavara,1315,2,2,70,2,122.167445,85666,701.2179063,Tier 2
5214,Super built-up  Area,Ready To Move,Panathur,1315,2,1,54.8,3,122.167445,67064.24,548.9534466,Tier 4
7297,Super built-up  Area,Ready To Move,Panathur,1315,2,1,59.1,3,122.167445,72326.58,592.0282609,Tier 3
6246,Super built-up  Area,Ready To Move,Sampige Layout,1315,2,2,90,2,122.167445,110142,901.5658795,Tier 1
7077,Super built-up  Area,Ready To Move,Uttarahalli,1315,2,2,74,3,122.167445,90561.2,741.2875009,Tier 2
12482,Super built-up  Area,Ready To Move,Whitefield,1315,2,3,55,2,122.167445,67309,550.9569264,Tier 4
13060,Super built-up  Area,Ready To Move,Whitefield,1315,2,2,69.5,2,122.167445,85054.1,696.209207,Tier 2
1299,Built-up  Area,Ready To Move,Yelahanka,1315,2,3,75,2,122.167445,91785,751.3048996,Tier 2
5246,Super built-up  Area,Ready To Move,Yelahanka,1315,2,2,85,2,122.167445,104023,851.4788862,Tier 2
12566,Super built-up  Area,Ready To Move,Yelahanka,1315,2,3,77,2,122.167445,94232.6,771.3396969,Tier 2
5979,Super built-up  Area,Ready To Move,Yemlur,1316,2,3,55.5,2,122.260348,67920.9,555.5431594,Tier 3
12609,Super built-up  Area,Ready To Move,Whitefield,1317,2,2,52,2,122.353251,63637.6,520.113683,Tier 4
7884,Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,1318,3,1,54,3,122.446154,66085.2,539.7082541,Tier 4
12429,Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,1318,3,2,56,3,122.446154,68532.8,559.6974487,Tier 3
6910,Super built-up  Area,Not Ready,Hosa Road,1318,2,1,85.28,3,122.446154,104365.664,852.3392576,Tier 2
11353,Super built-up  Area,Not Ready,Magadi Road,1318,2,1,68,3,122.446154,83218.4,679.6326163,Tier 3
10913,Super built-up  Area,Ready To Move,Ananth Nagar,1319,3,1,37.75,3,122.539057,46198.45,377.010001,Tier 4
10917,Super built-up  Area,Ready To Move,Ananth Nagar,1319,3,1,42,3,122.539057,51399.6,419.4548355,Tier 4
1684,Built-up  Area,Ready To Move,3rd Block Hrbr Layout,1320,2,3,90,2,122.63196,110142,898.1508572,Tier 1
12197,Super built-up  Area,Ready To Move,Akshya Nagar,1320,2,1,58,3,122.63196,70980.4,578.8083302,Tier 3
2166,Built-up  Area,Ready To Move,Bannerghatta,1320,2,0,50,2,122.63196,61190,498.9726985,Tier 4
402,Built-up  Area,Not Ready,Bommasandra Industrial Area,1320,2,1,38.12,3,122.63196,46651.256,380.4167853,Tier 4
806,Built-up  Area,Not Ready,Bommasandra Industrial Area,1320,2,1,38.13,3,122.63196,46663.494,380.5165799,Tier 4
12939,Super built-up  Area,Ready To Move,Chikkabanavar,1320,2,2,46,3,122.63196,56294.8,459.0548826,Tier 4
150,Built-up  Area,Not Ready,Electronic City,1320,2,1,38.13,3,122.63196,46663.494,380.5165799,Tier 4
1509,Built-up  Area,Not Ready,Electronic City,1320,2,1,38.12,3,122.63196,46651.256,380.4167853,Tier 4
2275,Built-up  Area,Not Ready,Electronic City,1320,2,1,38.12,3,122.63196,46651.256,380.4167853,Tier 4
327,Built-up  Area,Not Ready,Electronic City Phase II,1320,2,1,38.13,3,122.63196,46663.494,380.5165799,Tier 4
468,Built-up  Area,Not Ready,Electronic City Phase II,1320,2,1,38.12,3,122.63196,46651.256,380.4167853,Tier 4
1198,Built-up  Area,Not Ready,Electronic City Phase II,1320,2,1,38.13,3,122.63196,46663.494,380.5165799,Tier 4
12175,Super built-up  Area,Not Ready,Electronic City Phase II,1320,2,1,38.12,3,122.63196,46651.256,380.4167853,Tier 4
6621,Super built-up  Area,Ready To Move,Garudachar Palya,1320,2,2,60.6,3,122.63196,74162.28,604.7549105,Tier 3
9343,Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,1320,3,2,60,3,122.63196,73428,598.7672382,Tier 3
7021,Super built-up  Area,Not Ready,Hebbal,1320,2,1,92,2,122.63196,112589.6,918.1097652,Tier 1
8102,Super built-up  Area,Not Ready,Hebbal,1320,3,3,226,3,122.63196,276578.8,2255.356597,Tier 1
10113,Super built-up  Area,Not Ready,Hebbal,1320,2,1,91,2,122.63196,111365.8,908.1303112,Tier 1
9676,Super built-up  Area,Ready To Move,Hoysalanagar,1320,2,3,60,3,122.63196,73428,598.7672382,Tier 3
1999,Built-up  Area,Ready To Move,Hulimavu,1320,2,2,65,3,122.63196,79547,648.664508,Tier 3
9937,Super built-up  Area,Ready To Move,Hulimavu,1320,2,2,59,3,122.63196,72204.2,588.7877842,Tier 3
4008,Plot  Area,Ready To Move,Jnana Ganga Nagar,1320,2,1,95,3,122.63196,116261,948.0481271,Tier 1
12346,Super built-up  Area,Ready To Move,Kanakpura Road,1320,2,1,39.6,3,122.63196,48462.48,395.1863772,Tier 4
12111,Super built-up  Area,Ready To Move,Kengeri,1320,2,1,50,2,122.63196,61190,498.9726985,Tier 4
163,Built-up  Area,Ready To Move,Kodigehaali,1320,3,0,65,3,122.63196,79547,648.664508,Tier 3
4030,Plot  Area,Ready To Move,Kodigehalli,1320,4,3,249,4,122.63196,304726.2,2484.884038,Tier 1
4844,Super built-up  Area,Ready To Move,Koramangala,1320,2,1,165,2,122.63196,201927,1646.609905,Tier 1
7624,Super built-up  Area,Ready To Move,Koramangala,1320,2,1,150,2,122.63196,183570,1496.918095,Tier 1
7652,Super built-up  Area,Ready To Move,Koramangala,1320,2,2,110,2,122.63196,134618,1097.739937,Tier 1
9479,Super built-up  Area,Ready To Move,Koramangala,1320,2,1,160,2,122.63196,195808,1596.712635,Tier 1
11111,Super built-up  Area,Ready To Move,Koramangala,1320,2,1,160,2,122.63196,195808,1596.712635,Tier 1
11573,Super built-up  Area,Ready To Move,Koramangala,1320,2,1,160,2,122.63196,195808,1596.712635,Tier 1
12707,Super built-up  Area,Ready To Move,Kudlu Gate,1320,2,2,50,3,122.63196,61190,498.9726985,Tier 4
9914,Super built-up  Area,Ready To Move,Mallathahalli,1320,2,2,55,3,122.63196,67309,548.8699683,Tier 4
